Time [s],v Bus 1,v Bus 2,v Bus 3,v Bus 4,v Bus 5,v Bus 6,v Bus 7,v Bus 8,v Bus 9,v Bus 10,v Bus 11,v Bus 12,v Bus 13,v Bus 14
4.999999999999999445e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
5.333333333333333259e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
5.666666666666666519e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
5.999999999999999778e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
6.333333333333333037e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
6.666666666666666297e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
6.999999999999999556e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
7.333333333333332815e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
7.666666666666666075e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
7.999999999999999334e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
8.333333333333332593e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
8.666666666666665853e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
8.999999999999999112e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
9.333333333333332371e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
9.666666666666665630e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
9.999000000000000110e-01,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
1.000000000000000000e+00,1.030000000000000027e+00,1.030000000000000027e+00,1.010000000000000009e+00,1.011403450052098529e+00,1.017255504688562295e+00,1.030000000000000027e+00,1.022471499450091414e+00,1.030000000000000027e+00,1.021768787489327757e+00,1.015542061685158259e+00,1.019115143052946149e+00,1.017406984453876007e+00,1.014450231416415882e+00,1.016340198575339526e+00
1.000099999999999989e+00,1.029063999027941767e+00,1.025954575608733377e+00,1.006158514090777834e+00,1.004460962773833232e+00,1.008457038426148644e+00,1.025025871165388791e+00,1.016942205851711467e+00,1.026002468683038460e+00,1.016174807070678865e+00,1.010095855281322841e+00,1.013915787591546769e+00,1.012447622583769746e+00,1.009456509072575781e+00,1.011019089616380207e+00
1.033433333333333426e+00,1.026954087900501245e+00,1.023501882288514686e+00,1.003806372794811885e+00,1.001836253753756178e+00,1.005731575524611454e+00,1.022567557169707264e+00,1.014817024724761874e+00,1.024282982746750559e+00,1.014040382473011759e+00,1.007937911088213623e+00,1.011637244581448103e+00,1.010030286807761746e+00,1.007097624021527915e+00,1.008794463589787638e+00
1.066766666666666863e+00,1.026166547072991264e+00,1.022433528912026102e+00,1.002620751044170255e+00,1.000552514756582356e+00,1.004409260610868548e+00,1.021192272707764026e+00,1.013681817252497286e+00,1.023287739447885425e+00,1.012878814580173037e+00,1.006753841023235951e+00,1.010370512054721726e+00,1.008682410018005182e+00,1.005778510199031972e+00,1.007567840260957803e+00
1.100100000000000300e+00,1.025567748339323737e+00,1.021746864406962496e+00,1.001876376538484603e+00,9.997338583916911547e-01,1.003566705384016933e+00,1.020385094314003371e+00,1.012990221599123775e+00,1.022696889165478629e+00,1.012176797901686021e+00,1.006042878955546671e+00,1.009619543402443975e+00,1.007889450022062983e+00,1.005002154253667124e+00,1.006835622059782276e+00
1.133433333333333737e+00,1.025129440324753727e+00,1.021291407034737864e+00,1.001383217892801492e+00,9.991740533734249086e-01,1.002988481855488390e+00,1.019883876038294002e+00,1.012555133349805736e+00,1.022350799311826819e+00,1.011738184650414984e+00,1.005600187527918576e+00,1.009153696418719992e+00,1.007396188075657228e+00,1.004520866237732069e+00,1.006379893877452414e+00
1.166766666666667174e+00,1.024824508627594666e+00,1.020993687463978894e+00,1.001049627972507849e+00,9.987786646283729475e-01,1.002577970700169185e+00,1.019555616049565128e+00,1.012275502542345329e+00,1.022150578490728767e+00,1.011456574771004702e+00,1.005315653727402170e+00,1.008852196223081199e+00,1.007073009776868089e+00,1.004207364781596112e+00,1.006085437336425858e+00
1.200100000000000611e+00,1.024630481323563158e+00,1.020817537814065812e+00,1.000833464093299208e+00,9.985057886065383803e-01,1.002292916474273321e+00,1.019340621973664263e+00,1.012101837254108405e+00,1.022043254669978696e+00,1.011280798861240227e+00,1.005136958440206119e+00,1.008659249741553854e+00,1.006861570115604065e+00,1.004003923733945314e+00,1.005898345542484584e+00
1.233433333333334048e+00,1.024536796993627430e+00,1.020748469075471565e+00,1.000718366960855477e+00,9.983403093257423588e-01,1.002118333210033407e+00,1.019215729153764904e+00,1.012013371540793072e+00,1.022004182736604649e+00,1.011189867575408963e+00,1.005042837460495386e+00,1.008552679491316217e+00,1.006739172938857285e+00,1.003887941688981877e+00,1.005796973638556357e+00
1.266766666666667485e+00,1.024539737819944341e+00,1.020781144593284617e+00,1.000698833050997605e+00,9.982781159443538943e-01,1.002050275901318344e+00,1.019173494281935488e+00,1.012002592553837621e+00,1.022023164213990309e+00,1.011176490417525553e+00,1.005025998808277254e+00,1.008525112399973445e+00,1.006698497640467371e+00,1.003852064321778093e+00,1.005774020629534027e+00
1.300100000000000922e+00,1.024637785831597592e+00,1.020912867162221849e+00,1.000772639360816507e+00,9.983181836770426143e-01,1.002087779403435519e+00,1.019211982565500163e+00,1.012066985925344165e+00,1.022096384227500376e+00,1.011238465319880264e+00,1.005084302230914384e+00,1.008574514825948842e+00,1.006737617436943788e+00,1.003894344200684685e+00,1.005827403255352914e+00
1.333433333333334359e+00,1.024828470075517473e+00,1.021140001850183943e+00,1.000936926144655237e+00,9.984585071496441255e-01,1.002228759832389349e+00,1.019329785995852777e+00,1.012204670410225660e+00,1.022221961325714856e+00,1.011374189123691814e+00,1.005216214047839340e+00,1.008699445599881228e+00,1.006855112298185029e+00,1.004013392656182280e+00,1.005955619947300539e+00
1.366766666666667795e+00,1.025106546085627901e+00,1.021456129350848618e+00,1.001186302628634062e+00,9.986942193730322659e-01,1.002468170376937362e+00,1.019523811390930179e+00,1.012412254263848954e+00,1.022397676121563403e+00,1.011580432776137295e+00,1.005418588474255248e+00,1.008896834459901193e+00,1.007047891574717635e+00,1.004206182539318259e+00,1.006155541202548687e+00
1.400100000000001232e+00,1.025463264996369972e+00,1.021851389374771601e+00,1.001512168160969107e+00,9.990169246329291264e-01,1.002797363433292732e+00,1.019788401289533963e+00,1.012683925763760762e+00,1.022619878051197917e+00,1.011851416782302504e+00,1.005685751266718997e+00,1.009161079574283360e+00,1.007310326338574757e+00,1.004467166712874171e+00,1.006421505433002794e+00
1.433433333333334669e+00,1.025886501340337764e+00,1.022312628040338511e+00,1.001902813762025835e+00,9.994146919672739493e-01,1.003204054501034115e+00,1.020115075401331284e+00,1.013011267774839519e+00,1.022883086694341026e+00,1.012178701962180627e+00,1.006009374352072605e+00,1.009483867607260388e+00,1.007633998691175092e+00,1.004788054709700340e+00,1.006745161674803102e+00
1.466766666666668106e+00,1.026361349576069726e+00,1.022824022108362652e+00,1.002343971057971794e+00,9.998725672624049210e-01,1.003672830618915768e+00,1.020492737775301473e+00,1.013383527987273602e+00,1.023180030893090287e+00,1.012551498398840177e+00,1.006378767795035989e+00,1.009854426691053630e+00,1.008007912201496659e+00,1.005158034720115223e+00,1.007115740891465050e+00
1.500100000000001543e+00,1.026871152746347216e+00,1.023368138087934920e+00,1.002819753248249901e+00,1.000373601268833790e+00,1.004186218157941957e+00,1.020908427886301206e+00,1.013788334654687651e+00,1.023502105581428401e+00,1.012957379003887270e+00,1.006781588427598129e+00,1.010260246646410121e+00,1.008419236289894716e+00,1.005564501531570398e+00,1.007520774017691689e+00
1.533433333333334980e+00,1.027398660625902016e+00,1.023927099949706543e+00,1.003313705565046732e+00,1.000899992358537327e+00,1.004725861802950648e+00,1.021348225599244097e+00,1.014212547875867898e+00,1.023839968146348367e+00,1.013383140504883428e+00,1.007204697166027119e+00,1.010687951276963759e+00,1.008854201243683857e+00,1.005993936804703504e+00,1.007946959254659935e+00
1.566766666666668417e+00,1.027927194778252673e+00,1.024483744836721888e+00,1.003809851804491116e+00,1.001434219702370898e+00,1.005273688286369982e+00,1.021798166089987303e+00,1.014643137997963462e+00,1.024184195299235212e+00,1.013815690340118980e+00,1.007635040185770103e+00,1.011124188666532975e+00,1.009299003558018715e+00,1.006432802496370682e+00,1.008381049752624881e+00
1.600100000000001854e+00,1.028441532312714068e+00,1.025022524329195939e+00,1.004293546770917533e+00,1.001959984744894339e+00,1.005812877512204606e+00,1.022245017259299837e+00,1.015067903922402204e+00,1.024525816808626644e+00,1.014242768634493030e+00,1.008060370232961800e+00,1.011556372002080817e+00,1.009740573751649162e+00,1.006868293824933147e+00,1.008810586952143318e+00
1.633433333333335291e+00,1.028928664946535010e+00,1.025530253158209337e+00,1.004752184528135972e+00,1.002462997859719041e+00,1.006328670805338499e+00,1.022676950808022678e+00,1.015476100670781756e+00,1.024856814263370941e+00,1.014653578562181080e+00,1.008469875787637582e+00,1.011973323108522171e+00,1.010167239122824689e+00,1.007288991058721939e+00,1.009224538423121320e+00
1.666766666666668728e+00,1.029378193475380288e+00,1.025996519088370640e+00,1.005175627807662231e+00,1.002931478581109870e+00,1.006808888620755571e+00,1.023083997633950082e+00,1.015858834524287824e+00,1.025170441892397255e+00,1.015039180615122216e+00,1.008854579242762117e+00,1.012365693011682222e+00,1.010569171767460972e+00,1.007685295608450771e+00,1.009613708719825587e+00
1.700100000000002165e+00,1.029782600584326469e+00,1.026413931843142890e+00,1.005556471688307196e+00,1.003356467369441507e+00,1.007244249486525689e+00,1.023458325369129174e+00,1.016209318106631176e+00,1.025461449248348478e+00,1.015392746608152708e+00,1.009207591197241127e+00,1.012726224586032675e+00,1.010938662236896102e+00,1.008049698215118140e+00,1.009970998502627504e+00
1.733433333333335602e+00,1.030137220863632130e+00,1.026778099356721041e+00,1.005890077081132539e+00,1.003731921755472545e+00,1.007628478214134704e+00,1.023794392699913791e+00,1.016522948402516446e+00,1.025726161207043186e+00,1.015709633218208952e+00,1.009524194181910195e+00,1.013049866762375739e+00,1.011270268146116980e+00,1.008376915994992018e+00,1.010291504729582623e+00
1.766766666666669039e+00,1.030440094293339603e+00,1.027087447817034427e+00,1.006174440184435026e+00,1.004054610659736335e+00,1.007958196701815190e+00,1.024088870847909893e+00,1.016797226175616631e+00,1.025962440594309966e+00,1.015987295998236339e+00,1.009801758071969813e+00,1.013333692569253097e+00,1.011560736098857438e+00,1.008663813418829713e+00,1.010572437516047195e+00
1.800100000000002476e+00,1.030691630916588553e+00,1.027342873670288093e+00,1.006409913251211208e+00,1.004323868593404168e+00,1.008232676354141155e+00,1.024340512176817652e+00,1.017031574591058085e+00,1.026169571219451182e+00,1.016225109216834399e+00,1.010039569380643210e+00,1.013576747760319252e+00,1.011808868327900290e+00,1.008909265554357448e+00,1.010812958933267280e+00
1.833433333333335913e+00,1.030894282270903739e+00,1.027547368001960670e+00,1.006598871598525013e+00,1.004541281147858234e+00,1.008453517279131795e+00,1.024549921332951641e+00,1.017227097747430475e+00,1.026348089013844556e+00,1.016424122665912311e+00,1.010238592914090461e+00,1.013779818491552742e+00,1.012015294967854695e+00,1.009113931069885339e+00,1.011013947314803652e+00
1.866766666666669350e+00,1.031052130684589452e+00,1.027705569811047770e+00,1.006745312306905227e+00,1.004710296122867996e+00,1.008624251061131183e+00,1.024719273433112532e+00,1.017386286545532315e+00,1.026499573849161573e+00,1.016586767527852153e+00,1.010401183170553718e+00,1.013945148326216072e+00,1.012182193799417540e+00,1.009279974046954242e+00,1.011177710813745412e+00
1.900100000000002787e+00,1.031170465539029024e+00,1.027823305605648718e+00,1.006854429185290556e+00,1.004835803177658082e+00,1.008749910294288510e+00,1.024852000597797241e+00,1.017512701455828728e+00,1.026626420321189226e+00,1.016716540548019410e+00,1.010530773099618473e+00,1.014076128973917301e+00,1.012312979097464316e+00,1.009410756683803312e+00,1.011307676268118572e+00
1.933433333333336224e+00,1.031255364037339417e+00,1.027907138640222540e+00,1.006932189108313391e+00,1.004923707004967470e+00,1.008836590409663003e+00,1.024952467642550547e+00,1.017610652483800449e+00,1.026731604576267776e+00,1.016817686396045417e+00,1.010631559955250669e+00,1.014176984775435830e+00,1.012411980172039705e+00,1.009510523096735612e+00,1.011408073309564726e+00
1.966766666666669661e+00,1.031313292869421527e+00,1.027963947151487867e+00,1.006984930022039260e+00,1.004980514231086586e+00,1.008891024495170763e+00,1.025025652334379034e+00,1.017684891256624535e+00,1.026818458484314522e+00,1.016894892797620908e+00,1.010708202693090252e+00,1.014252465616187537e+00,1.012484124850016487e+00,1.009584089109624605e+00,1.011483628345499763e+00
2.000100000000002876e+00,1.031350744638003247e+00,1.028000546794457293e+00,1.007018996872515615e+00,1.005012950436845687e+00,1.008920187950901104e+00,1.025076842825968004e+00,1.017740327182256266e+00,1.026890460389275894e+00,1.016953009996608204e+00,1.010765542405426487e+00,1.014307560086637805e+00,1.012534640364103344e+00,1.009636550138298228e+00,1.011539280132360386e+00
2.033433333333336090e+00,1.031373920870426231e+00,1.028023369057799563e+00,1.007040428149704514e+00,1.005027620527786825e+00,1.008930946650734573e+00,1.025111362483638544e+00,1.017781776978586850e+00,1.026951049494825519e+00,1.016996803476781563e+00,1.010808354724640923e+00,1.014347238243729077e+00,1.012568781729641820e+00,1.009673016888188890e+00,1.011579926143476138e+00
2.066766666666669305e+00,1.031388471162496545e+00,1.028038203995963018e+00,1.007054702058125972e+00,1.005030722441183633e+00,1.008929759021397476e+00,1.025134330179839237e+00,1.017813754476099675e+00,1.027003469176549277e+00,1.017030746535514396e+00,1.010841140859738196e+00,1.014376231150652563e+00,1.012591595550792700e+00,1.009698386462585251e+00,1.011610206708180693e+00
2.100100000000002520e+00,1.031399295160552620e+00,1.028050012023342674e+00,1.007066547514986254e+00,1.005027820786181803e+00,1.008922439032275520e+00,1.025150461967611948e+00,1.017840305174667836e+00,1.027050642714009365e+00,1.017058856969670133e+00,1.010867961673570070e+00,1.014398852203540313e+00,1.012607725049341267e+00,1.009717154358691804e+00,1.011634331677876864e+00
2.133433333333335735e+00,1.031410410951892009e+00,1.028062806102076898e+00,1.007079821647338225e+00,1.005023683857160899e+00,1.008913983899214051e+00,1.025163918049567746e+00,1.017864887818768826e+00,1.027095083297660194e+00,1.017084580014578021e+00,1.010892317152805253e+00,1.014418863261465464e+00,1.012621260111036703e+00,1.009733270865723398e+00,1.011655952341929510e+00
2.166766666666668950e+00,1.031424889212444240e+00,1.028079601437322133e+00,1.007097451471071770e+00,1.005022183649889600e+00,1.008908466424905948e+00,1.025178196464110902e+00,1.017890302587267870e+00,1.027138838236283824e+00,1.017110717097946759e+00,1.010917071108381915e+00,1.014439386135823407e+00,1.012635633665590618e+00,1.009750042944410620e+00,1.011678078817919157e+00
2.200100000000002165e+00,1.031444848730231234e+00,1.028102426496899424e+00,1.007121434215317857e+00,1.005026255356871401e+00,1.008908988665241369e+00,1.025196072658595803e+00,1.017918663258258638e+00,1.027183465628991765e+00,1.017139397807218071e+00,1.010944418809097689e+00,1.014462857840696897e+00,1.012653563482968089e+00,1.009770080489223343e+00,1.011703040984856861e+00
2.233433333333335380e+00,1.031471505698604352e+00,1.028132386486287020e+00,1.007152888175176564e+00,1.005037910141483026e+00,1.008917690840203996e+00,1.025219582041104083e+00,1.017951408785600531e+00,1.027230040319624171e+00,1.017172090596025535e+00,1.010975893380542168e+00,1.014491026067015911e+00,1.012677036415440046e+00,1.009795283882034322e+00,1.011732489112465716e+00
2.266766666666668595e+00,1.031505266182411562e+00,1.028169767977937132e+00,1.007192143793109951e+00,1.005058292584367186e+00,1.008935806903866084e+00,1.025250040611137115e+00,1.017989347952705348e+00,1.027279184578269833e+00,1.017209646011315138e+00,1.011012405046899598e+00,1.014524979500461388e+00,1.012707330151592755e+00,1.009826867839723974e+00,1.011767428531611612e+00
2.300100000000001810e+00,1.031545851450660134e+00,1.028214175359213778e+00,1.007238866733348281e+00,1.005087778409407440e+00,1.008963763274007608e+00,1.025288105820833184e+00,1.018032734405699191e+00,1.027331122595921631e+00,1.017252369242361842e+00,1.011054310798997991e+00,1.014565212614310319e+00,1.012745074346278473e+00,1.009865422723203343e+00,1.011808287033991727e+00
2.333433333333335025e+00,1.031592440157308443e+00,1.028264674454837602e+00,1.007292188141844624e+00,1.005126076696467807e+00,1.009001280313448712e+00,1.025333829272705444e+00,1.018081342189085747e+00,1.027385732671730167e+00,1.017300094363695173e+00,1.011101484384353322e+00,1.014611687036246046e+00,1.012790304184907786e+00,1.009910969585847473e+00,1.011854980586319286e+00
2.366766666666668240e+00,1.031643813304620405e+00,1.028319949824359369e+00,1.007350854027874387e+00,1.005172370153036399e+00,1.009047517532722926e+00,1.025386772450479045e+00,1.018134574413524174e+00,1.027442628188944829e+00,1.017352291128519770e+00,1.011153422898242837e+00,1.014663941178644668e+00,1.012842574752315761e+00,1.009963071912417965e+00,1.011907021894860703e+00
2.400100000000001454e+00,1.031698504785861781e+00,1.028378454937751041e+00,1.007413365624595158e+00,1.005225447462178012e+00,1.009101210063127807e+00,1.025446101389820841e+00,1.018191560984104349e+00,1.027501228625087970e+00,1.017408159152483726e+00,1.011209339429869125e+00,1.014721182545737399e+00,1.012901055195944755e+00,1.010020927813894742e+00,1.011963613408796370e+00
2.433433333333334669e+00,1.031754936030798264e+00,1.028438548787694140e+00,1.007478110811395933e+00,1.005283834672485721e+00,1.009160805279965212e+00,1.025510693157928088e+00,1.018251257105049934e+00,1.027560831899543503e+00,1.017466724047020099e+00,1.011268259225807098e+00,1.014782387446560907e+00,1.012964633957912808e+00,1.010083472324010856e+00,1.012023745809557784e+00
